Periode,ID client,Nombre de retraits effectues par carte,Nombre d'operations carte,Nombre d'operations Hors carte,Total mouvement d'affaires,Encours crdit immo,Encours Crdit consommation amortisable,Encours Crdit consommation renouvelable,Encours Compte Epargne,Encours Compte Epargne terme,montant encours AV,Offre attribuée
MARS;82-CA-37-70;0;0.0;64.0;7052;80;0;18 775;0.0;0;1 532;Credit
MARS;82-D3-3A-6E;0;0.0;0.0;0;0;0;0;0.0;0;4 294;Nouvelle Carte (Etudiants)
MARS;82-D8-8D-F6;0;0.0;0.0;0;0;0;0;;56;0;Nouvelle Carte (Etudiants)
MARS;82-DD-BD-79;0;0.0;25.0;300;0;20 275;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;82-E4-50-4D;5;102.0;75.0;3424;10;0;0;0.0;0;0;Credit
MARS;82-E6-87-CA;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;82-F6-FA-68;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;83-0A-17-F6;5;112.0;45.0;0;0;0;0;0.0;0;0;Credit
MARS;83-0A-38-24;0;0.0;131.0;3650;72;0;0;0.0;3;696;Nouvelle Carte (Etudiants)
MARS;83-13-FB-79;0;70.0;81.0;5125;77;0;0;0.0;19 812;18;Credit
MARS;83-29-C2-BD;0;273.0;238.0;16246;86;0;0;0.0;76;839;Nouvelle Epargne écologique
MARS;83-59-D3-55;4;91.0;50.0;8395;80;0;0;0.0;54 453;0;Credit
MARS;83-61-AB-F0;0;8.0;84.0;6774;0;0;5 720;66.0;0;630;Credit
MARS;83-64-0B-6D;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;83-7B-30-03;0;0.0;0.0;103585;30;0;0;0.0;0;0;Credit
MARS;83-83-8B-D7;0;0.0;6.0;200;0;0;0;;11;0;Nouvelle Carte (Etudiants)
MARS;83-EB-06-5B;6;212.0;115.0;8485;65;0;0;0.0;0;924;Credit
MARS;83-F9-2D-F0;0;0.0;0.0;0;0;0;0;7.0;8855;0;Nouvelle Carte (Etudiants)
MARS;84-16-10-CD;0;0.0;0.0;0;0;0;0;0.0;21;0;Nouvelle Carte (Etudiants)
MARS;84-18-36-94;3;132.0;105.0;16842;50;0;0;0.0;0;0;Credit
MARS;84-36-10-80;0;0.0;10.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;84-3B-21-19;0;0.0;4.0;60;0;0;0;10.0;9515;0;Nouvelle Carte (Etudiants)
MARS;84-4D-CC-FC;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;84-6A-5A-D8;4;268.0;372.0;37241;94;96 346;24;1140.0;44;0;Nouvelle Epargne écologique
MARS;84-8A-ED-16;0;0.0;0.0;0;0;0;0;1014.0;93;0;Nouvelle Carte (Etudiants)
MARS;84-8F-32-22;0;0.0;15.0;495;0;0;0;;31;0;Nouvelle Carte (Etudiants)
MARS;84-A5-EC-10;0;247.0;104.0;80;0;0;0;10.0;5;0;Credit
MARS;84-AA-81-D0;0;67.0;25.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;84-BA-C9-07;0;0.0;2.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;84-C7-7F-CD;6;657.0;232.0;21958;95;0;0;0.0;0;0;Nouvelle Epargne écologique
MARS;84-CA-D2-C0;0;14.0;24.0;1700;0;0;0;0.0;3;3915;Nouvelle Carte (Etudiants)
MARS;84-DA-7C-F6;4;67.0;360.0;35583;0;0;14 654;26.0;0;976;Nouvelle Epargne écologique
MARS;84-E0-9F-43;3;275.0;188.0;84908;40;0;0;0.0;225;771;Credit
MARS;84-EA-2E-96;4;167.0;124.0;9134;72;0;0;0.0;39 354;0;Credit
MARS;84-F1-3C-E2;0;6.0;32.0;1426;52;0;0;0.0;10;584;Nouvelle Carte (Etudiants)
MARS;85-07-5D-C6;5;133.0;150.0;9664;2;0;0;0.0;3 150;0;Credit
MARS;85-14-C8-76;14;853.0;504.0;72639;0;0;0;0.0;33 227;80;Nouvelle Epargne écologique
MARS;85-1F-53-E7;3;502.0;270.0;36216;92;156 643;3;0.0;0;42 691;Nouvelle Epargne écologique
MARS;85-35-90-6F;0;0.0;0.0;0;0;0;0;10.0;5;0;Nouvelle Carte (Etudiants)
MARS;85-3B-ED-0A;0;102.0;65.0;16310;95;0;0;0.0;0;0;Credit
MARS;85-42-A1-B6;0;223.0;96.0;5539;80;0;50 275;0.0;0;26 040;Credit
MARS;85-4A-D7-8C;0;139.0;24.0;16060;0;0;0;0.0;42;6615;Credit
MARS;85-4B-CE-A4;3;413.0;105.0;13041;84;0;0;0.0;965;445;Credit
MARS;85-52-61-4C;0;151.0;513.0;52278;66;0;0;0.0;20 506;32;Nouvelle Epargne écologique
MARS;85-58-D2-CF;0;0.0;0.0;0;0;0;0;;84;0;Nouvelle Carte (Etudiants)
MARS;85-67-22-0D;0;0.0;42.0;1212;0;0;2 525;3.0;0;0;Nouvelle Carte (Etudiants)
MARS;85-75-C4-CE;6;433.0;334.0;23568;42;88 037;79;0.0;4 657;2;Nouvelle Epargne écologique
MARS;85-77-0F-BF;0;0.0;0.0;0;0;0;0;15.0;981;0;Nouvelle Carte (Etudiants)
MARS;85-89-FB-CB;0;0.0;63.0;9705;43;0;0;0.0;4 395;77;Credit
MARS;85-96-FB-8F;0;415.0;120.0;26872;72;0;23 481;39.0;0;4 993;Credit
MARS;85-9E-FA-F5;9;42.0;95.0;9632;50;0;0;0.0;0;0;Credit
MARS;85-A2-3F-A8;5;457.0;60.0;3813;54;0;0;0.0;0;0;Credit
MARS;85-A7-67-F1;4;406.0;231.0;18346;79;0;0;0.0;0;0;Nouvelle Epargne écologique
MARS;85-A9-41-2B;0;286.0;153.0;67176;36;0;0;0.0;13 583;1;Credit
MARS;85-B3-2D-27;0;0.0;30.0;35;22;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;85-BB-FB-84;5;231.0;52.0;4500;0;0;0;0.0;0;0;Credit
MARS;85-C1-6B-8F;0;0.0;21.0;0;0;15 815;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;86-37-02-57;0;42.0;40.0;235;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;86-37-DA-5A;0;0.0;0.0;0;0;0;0;15.0;8235;0;Nouvelle Carte (Etudiants)
MARS;86-47-FF-A9;3;105.0;28.0;135;4;0;0;0.0;0;0;Credit
MARS;86-49-A9-CA;0;117.0;140.0;19662;50;0;0;0.0;9 105;83;Credit
MARS;86-5E-99-7C;4;357.0;140.0;23898;28;0;0;0.0;0;0;Credit
MARS;86-87-28-46;8;95.0;60.0;7715;36;0;0;0.0;0;0;Credit
MARS;86-88-AB-CD;0;0.0;90.0;5076;0;0;0;0.0;31;5;Credit
MARS;86-8B-DB-78;4;391.0;248.0;44786;24;0;0;1037.0;43;12 689;Nouvelle Epargne écologique
MARS;86-8E-10-20;0;0.0;0.0;0;0;0;0;217.0;518;0;Nouvelle Carte (Etudiants)
MARS;86-96-E4-44;4;811.0;384.0;63988;92;45 997;74;0.0;0;5;Nouvelle Epargne écologique
MARS;86-B7-99-6F;3;293.0;275.0;23409;32;0;0;0.0;4 585;98;Nouvelle Epargne écologique
MARS;86-B9-8C-54;0;0.0;0.0;0;0;0;0;12.0;6315;0;Nouvelle Carte (Etudiants)
MARS;86-C2-69-CD;6;832.0;264.0;48138;53;0;0;0.0;24 244;9;Nouvelle Epargne écologique
MARS;86-C4-8B-8F;4;277.0;351.0;31363;29;81 195;0;;91;0;Nouvelle Epargne écologique
MARS;86-E5-2C-99;0;199.0;168.0;19273;98;0;0;0.0;0;0;Credit
MARS;86-F5-BF-CD;0;355.0;144.0;13193;88;0;18 775;0.0;0;6 336;Credit
MARS;86-F7-86-33;3;187.0;35.0;14237;30;0;0;0.0;0;0;Credit
MARS;86-FF-AD-BE;4;175.0;138.0;11274;66;0;0;0.0;1 883;56;Credit
MARS;87-03-AC-6A;0;0.0;0.0;0;0;0;0;0.0;0;106;Nouvelle Carte (Etudiants)
MARS;87-43-43-51;0;39.0;256.0;41852;0;78 920;5;0.0;0;41;Nouvelle Epargne écologique
MARS;87-45-F4-3A;0;0.0;0.0;0;0;0;0;1047.0;522;0;Nouvelle Carte (Etudiants)
MARS;87-6E-9D-6B;0;109.0;66.0;12592;68;0;0;0.0;51 850;56;Credit
MARS;87-70-CA-6B;0;0.0;5.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;87-92-52-B3;4;222.0;40.0;4631;30;0;0;0.0;0;0;Credit
MARS;87-9B-3C-A4;3;94.0;54.0;7971;39;0;0;0.0;0;0;Credit
MARS;87-B1-73-68;0;146.0;271.0;28271;97;138 879;28;0.0;0;45;Nouvelle Epargne écologique
MARS;87-C9-21-0D;0;0.0;1.0;50;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;87-CE-66-03;0;0.0;0.0;0;0;0;0;0.0;525;0;Nouvelle Carte (Etudiants)
MARS;87-D1-12-09;0;0.0;0.0;0;0;0;0;14.0;1015;0;Nouvelle Carte (Etudiants)
MARS;88-0F-4B-56;3;483.0;166.0;23026;43;0;0;0.0;15 425;39;Credit
MARS;88-15-2D-E8;0;0.0;2.0;30;0;0;0;664.0;86;0;Nouvelle Carte (Etudiants)
MARS;88-1B-7F-AE;0;0.0;30.0;227637;45;0;0;0.0;63;41 475;Credit
MARS;88-32-C1-DC;4;656.0;462.0;28603;30;43 129;71;0.0;0;858;Nouvelle Epargne écologique
MARS;88-37-10-D0;0;237.0;120.0;11971;95;111 603;8;0.0;0;21 958;Credit
MARS;88-43-79-EF;3;0.0;15.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;88-4F-58-1C;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;88-4F-A1-37;4;12.0;45.0;179;5;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;88-5E-38-88;0;0.0;0.0;74028;0;0;0;0.0;0;0;Credit
MARS;88-84-5D-52;3;331.0;144.0;38331;96;0;0;0.0;25 431;0;Credit
MARS;88-8C-3B-DA;0;663.0;624.0;62177;60;0;0;;0;197;Nouvelle Epargne écologique
MARS;88-8F-AA-3E;0;151.0;48.0;1951;20;0;0;0.0;0;0;Credit
MARS;88-94-05-06;0;0.0;56.0;5422;68;0;0;0.0;0;0;Credit
MARS;88-9A-7C-7D;0;0.0;66.0;13941;36;0;0;0.0;0;0;Credit
MARS;88-9B-51-CD;7;589.0;391.0;44480;40;84 282;55;0.0;0;41 335;Nouvelle Epargne écologique
MARS;88-AE-90-A9;0;357.0;75.0;11241;10;0;0;0.0;157;5;Credit
MARS;88-B3-0C-19;0;215.0;120.0;26542;40;0;0;0.0;71 478;51;Credit
MARS;88-CA-6F-03;0;187.0;76.0;7764;84;0;0;0.0;210;693;Credit
MARS;88-D1-B5-49;4;257.0;310.0;22940;80;0;0;0.0;3 458;22;Nouvelle Epargne écologique
MARS;89-07-F2-5F;4;79.0;216.0;20703;28;0;0;;0;1;Nouvelle Epargne écologique
MARS;89-0F-B6-68;6;91.0;48.0;3624;93;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;89-16-91-EE;4;537.0;100.0;8498;65;0;0;0.0;0;0;Credit
MARS;89-1F-DC-90;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;89-30-E8-B5;0;0.0;0.0;0;0;0;0;;0;0;Nouvelle Carte (Etudiants)
MARS;89-32-6E-22;0;0.0;252.0;9765;72;0;4 275;0.0;0;16;Nouvelle Epargne écologique
MARS;89-39-44-2D;5;112.0;147.0;10320;66;0;0;0.0;13 197;49;Credit
MARS;89-3D-BD-CA;3;337.0;156.0;11905;86;510 054;41;0.0;0;1 266;Credit
MARS;89-59-91-DF;0;0.0;75.0;16586;28;0;0;0.0;38 081;9;Credit
MARS;89-6D-43-A5;4;31.0;33.0;4593;51;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;89-6E-ED-7D;0;0.0;0.0;0;0;0;0;;60;0;Nouvelle Carte (Etudiants)
MARS;89-7E-73-6E;0;0.0;6.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;89-82-3E-B3;4;656.0;121.0;50688;66;0;0;0.0;0;0;Credit
MARS;89-83-BD-B6;4;79.0;96.0;13498;56;0;0;0.0;30 854;37;Credit
MARS;89-8A-80-EE;4;223.0;204.0;38907;24;0;0;0.0;70 434;89;Nouvelle Epargne écologique
MARS;89-C0-D4-67;0;255.0;112.0;5512;0;0;46 002;20.0;0;23 615;Credit
MARS;89-D5-C5-76;0;0.0;135.0;360;0;0;0;11.0;2875;0;Nouvelle Carte (Etudiants)
MARS;89-D6-0A-BA;0;0.0;0.0;0;0;0;0;0.0;0;1 331;Nouvelle Carte (Etudiants)
MARS;89-EC-48-0F;0;0.0;0.0;245216;40;0;0;0.0;0;6 825;Credit
MARS;8A-01-AD-51;3;7.0;150.0;6300;20;0;0;0.0;525;0;Credit
MARS;8A-09-4C-9F;0;59.0;76.0;8854;68;0;0;0.0;21;42;Credit
MARS;8A-0E-9B-FC;9;189.0;315.0;40856;13;0;1 775;0.0;0;39;Nouvelle Epargne écologique
MARS;8A-28-06-BF;0;0.0;3.0;21;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8A-44-27-9D;0;23.0;28.0;4579;28;0;0;0.0;26 832;50;Nouvelle Carte (Etudiants)
MARS;8A-5A-3F-DB;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8A-70-7C-9C;3;123.0;84.0;11690;44;0;0;0.0;1 491;0;Credit
MARS;8A-7A-30-95;7;52.0;180.0;22800;51;0;0;0.0;856;506;Credit
MARS;8A-7B-57-A2;0;0.0;6.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8A-88-F8-8A;0;0.0;1.0;45;0;0;0;;7;0;Nouvelle Carte (Etudiants)
MARS;8A-92-33-9B;0;0.0;1.0;30;0;0;0;28.0;4445;0;Nouvelle Carte (Etudiants)
MARS;8A-C7-48-DD;5;487.0;235.0;26860;5;0;0;0.0;36 140;15;Nouvelle Epargne écologique
MARS;8A-D0-61-EB;0;656.0;473.0;34497;98;0;5 728;80.0;0;120;Nouvelle Epargne écologique
MARS;8A-D5-D4-99;0;181.0;126.0;19832;46;0;0;0.0;5 250;0;Credit
MARS;8A-EE-12-2E;0;0.0;0.0;0;0;0;0;10.0;962;0;Nouvelle Carte (Etudiants)
MARS;8B-01-4A-94;0;0.0;2.0;50;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8B-0D-47-9B;4;0.0;0.0;185955;39;0;0;0.0;0;0;Credit
MARS;8B-0D-8C-05;3;229.0;204.0;23222;52;165 095;44;0.0;0;65 124;Nouvelle Epargne écologique
MARS;8B-2C-3F-90;0;0.0;0.0;237595;23;0;0;0.0;0;0;Credit
MARS;8B-38-88-DB;0;39.0;345.0;17433;96;282 219;74;0.0;0;1 538;Nouvelle Epargne écologique
MARS;8B-4B-4C-B5;0;301.0;133.0;25333;98;0;0;0.0;8 109;96;Credit
MARS;8B-6A-13-62;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8B-73-BF-8D;4;295.0;198.0;22079;70;0;0;0.0;9 502;50;Credit
MARS;8B-76-1D-46;4;232.0;115.0;17745;5;0;0;0.0;6 311;53;Credit
MARS;8B-86-6E-7A;3;139.0;72.0;6259;80;0;0;0.0;0;0;Credit
MARS;8B-90-2C-F3;16;631.0;286.0;26637;26;0;6 136;36.0;0;32;Nouvelle Epargne écologique
MARS;8B-A8-35-49;3;147.0;112.0;6176;94;0;0;0.0;0;0;Credit
MARS;8B-B0-5D-4D;0;560.0;404.0;36981;71;0;0;;92;1 476;Nouvelle Epargne écologique
MARS;8B-C3-E6-E8;0;452.0;180.0;33503;0;0;0;0.0;0;0;Credit
MARS;8B-D6-7D-C9;0;679.0;176.0;13988;16;0;0;0.0;10;8465;Credit
MARS;8B-DB-AC-0B;3;238.0;119.0;30799;58;36 228;97;0.0;0;0;Credit
MARS;8B-E5-15-C0;7;259.0;72.0;23212;20;0;0;0.0;40 524;75;Credit
MARS;8B-F2-79-AB;0;55.0;138.0;912;48;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8B-F4-66-98;0;537.0;320.0;90267;0;321 835;57;0.0;5 746;49;Nouvelle Epargne écologique
MARS;8C-05-A5-65;4;175.0;27.0;3570;0;0;0;0.0;0;0;Credit
MARS;8C-22-26-06;7;826.0;442.0;32613;88;0;1 325;66.0;0;3 981;Nouvelle Epargne écologique
MARS;8C-2B-30-E4;5;81.0;101.0;14576;15;0;0;0.0;0;0;Credit
MARS;8C-53-E4-98;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8C-68-0A-4F;0;0.0;1.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8C-75-5B-12;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8C-7F-36-51;0;0.0;0.0;0;0;0;0;;17;0;Nouvelle Carte (Etudiants)
MARS;8C-88-7F-B4;0;175.0;150.0;25676;96;0;0;0.0;90 156;3;Credit
MARS;8C-96-C8-FD;0;9.0;84.0;14733;74;0;0;0.0;8 440;56;Credit
MARS;8C-9B-2C-31;0;0.0;0.0;0;0;0;0;0.0;0;101;Nouvelle Carte (Etudiants)
MARS;8C-A6-56-DE;0;272.0;314.0;5296;90;323 703;64;0.0;0;57 299;Nouvelle Epargne écologique
MARS;8C-A6-A6-D7;3;;423.0;120488;63;209 492;33;0.0;0;36 952;Nouvelle Epargne écologique
MARS;8C-A9-36-89;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8C-BF-0C-A0;0;0.0;18.0;1265;79;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8C-C3-DE-FD;0;0.0;36.0;0;0;40 911;21;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8C-F0-8A-C3;0;0.0;0.0;0;0;0;0;11.0;565;0;Nouvelle Carte (Etudiants)
MARS;8D-00-09-19;4;360.0;217.0;5192;19;139 181;55;0.0;0;5 040;Nouvelle Epargne écologique
MARS;8D-1D-97-F4;10;31.0;38.0;4027;72;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8D-1E-1C-2F;0;107.0;48.0;2480;20;0;0;0.0;0;0;Credit
MARS;8D-20-64-B5;0;103.0;110.0;45717;38;340 903;20;0.0;0;31 151;Credit
MARS;8D-2B-CA-12;0;47.0;35.0;7085;0;0;0;0.0;0;0;Credit
MARS;8D-36-59-11;0;0.0;5.0;430;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8D-3C-37-7B;3;217.0;154.0;35883;96;0;0;0.0;2 264;79;Credit
MARS;8D-46-7E-9A;0;0.0;0.0;0;0;0;0;0.0;0;411;Nouvelle Carte (Etudiants)
MARS;8D-61-DF-D0;3;77.0;35.0;8838;30;0;0;0.0;0;0;Credit
MARS;8D-78-85-38;10;157.0;85.0;10214;5;0;0;0.0;0;0;Credit
MARS;8D-7E-59-4B;0;84.0;84.0;2842;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8D-85-17-3B;0;0.0;32.0;1200;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8D-8F-15-BC;0;0.0;135.0;28035;80;17 616;83;0.0;0;47 236;Credit
MARS;8D-98-1E-03;0;727.0;150.0;22909;40;0;17 775;0.0;0;23;Credit
MARS;8D-A7-97-AF;4;207.0;145.0;13435;50;0;0;0.0;7 917;62;Credit
MARS;8D-C8-11-73;0;0.0;9.0;0;0;0;0;;81;0;Nouvelle Carte (Etudiants)
MARS;8D-CD-CD-6A;5;109.0;36.0;3424;11;0;0;0.0;23 100;0;Credit
MARS;8D-D9-A2-93;0;0.0;28.0;1750;0;0;40 922;47.0;0;0;Nouvelle Carte (Etudiants)
MARS;8D-E5-E2-0E;7;853.0;264.0;16363;92;0;0;0.0;0;0;Nouvelle Epargne écologique
MARS;8D-EC-EE-18;0;0.0;0.0;0;0;0;0;46.0;8195;0;Nouvelle Carte (Etudiants)
MARS;8D-F0-49-A0;5;37.0;78.0;9235;26;0;0;0.0;0;0;Credit
MARS;8E-0D-10-3D;0;0.0;0.0;0;0;0;0;0.0;0;275;Nouvelle Carte (Etudiants)
MARS;8E-11-2A-CB;0;150.0;624.0;71084;0;40 396;40;0.0;0;17 928;Nouvelle Epargne écologique
MARS;8E-1E-FA-EE;0;0.0;28.0;2727;57;0;0;0.0;972;7095;Nouvelle Carte (Etudiants)
MARS;8E-47-4A-5F;10;40.0;54.0;2130;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8E-5F-5C-74;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8E-76-72-FD;0;0.0;1.0;30;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8E-76-9A-F7;7;181.0;168.0;11576;58;0;0;0.0;1 158;51;Credit
MARS;8E-9C-63-0A;5;432.0;549.0;43622;95;0;9 576;41.0;2 498;55;Nouvelle Epargne écologique
MARS;8E-AF-A4-20;0;23.0;32.0;212;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8E-E0-0A-A6;0;0.0;66.0;10602;0;75 379;82;0.0;0;0;Credit
MARS;8E-EB-F1-C3;3;232.0;336.0;38152;29;146 059;66;0.0;0;37 694;Nouvelle Epargne écologique
MARS;8F-2B-CC-DB;0;61.0;54.0;4626;99;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;8F-43-87-5A;11;252.0;90.0;5030;55;0;0;0.0;4 208;75;Credit
MARS;8F-57-98-1B;8;412.0;110.0;6567;75;0;0;0.0;0;0;Credit
MARS;8F-6E-0A-2F;0;215.0;128.0;238351;34;0;0;0.0;75 824;70;Credit
MARS;8F-80-49-D5;4;194.0;220.0;24635;60;0;3 050;35.0;0;8 257;Nouvelle Epargne écologique
MARS;8F-90-B5-7B;0;0.0;9.0;480;0;0;0;0.0;0;11 345;Nouvelle Carte (Etudiants)
MARS;8F-D3-B0-09;0;0.0;0.0;0;0;0;0;;12;0;Nouvelle Carte (Etudiants)
MARS;8F-DA-2D-04;5;151.0;90.0;13813;74;0;0;0.0;0;0;Credit
MARS;8F-EF-74-12;9;427.0;143.0;16794;33;0;0;0.0;0;0;Credit
MARS;90-0C-85-99;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;90-17-62-BD;0;0.0;0.0;0;0;0;0;10.0;962;0;Nouvelle Carte (Etudiants)
MARS;90-56-51-54;0;0.0;0.0;0;0;0;0;;40;0;Nouvelle Carte (Etudiants)
MARS;90-5B-0C-5F;3;239.0;176.0;14447;44;0;1 544;88.0;0;22;Credit
MARS;90-62-D7-DC;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;90-69-44-2F;3;304.0;252.0;15844;41;0;0;0.0;0;3675;Nouvelle Epargne écologique
MARS;90-75-5D-08;0;0.0;18.0;1870;92;258 362;57;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;90-7E-56-ED;0;497.0;154.0;15479;3;152 993;17;0.0;0;0;Credit
MARS;90-8B-DD-1B;3;121.0;78.0;20262;96;0;0;0.0;17 110;95;Credit
MARS;90-90-55-C3;5;211.0;88.0;8452;0;0;0;0.0;22;743;Credit
MARS;90-A0-EF-7B;0;8.0;42.0;23099;25;0;0;0.0;11 951;9;Credit
MARS;90-AB-8A-47;6;371.0;392.0;12589;50;0;0;0.0;1 155;0;Nouvelle Epargne écologique
MARS;90-B8-0B-17;0;72.0;35.0;14002;40;0;0;0.0;0;0;Credit
MARS;90-B8-75-EB;0;121.0;102.0;21988;86;65 280;0;0.0;0;0;Credit
MARS;90-D6-BF-55;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;90-DC-45-F9;0;163.0;132.0;18767;10;0;12 812;4.0;0;21 690;Credit
MARS;90-E1-E6-DF;0;0.0;4.0;0;0;0;0;;93;0;Nouvelle Carte (Etudiants)
MARS;90-EB-83-E8;0;0.0;18.0;0;0;50 275;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;90-F2-7F-45;0;0.0;0.0;0;0;0;0;167.0;559;0;Nouvelle Carte (Etudiants)
MARS;90-F5-0E-78;0;0.0;72.0;0;0;52 275;0;0.0;2 625;67;Nouvelle Carte (Etudiants)
MARS;91-02-40-AC;0;0.0;0.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;91-0A-C1-0B;0;0.0;12.0;281;0;0;0;;67;0;Nouvelle Carte (Etudiants)
MARS;91-2D-C2-65;0;12.0;16.0;3936;59;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;91-4A-4E-56;6;;;116583;0;0;1 540;76.0;2 678;0;Credit
MARS;91-4C-06-AB;6;839.0;296.0;18287;60;0;0;0.0;1 991;19;Nouvelle Epargne écologique
MARS;91-4D-83-D8;0;119.0;119.0;12583;13;33 466;78;0.0;0;37 439;Credit
MARS;91-5A-35-A7;0;0.0;0.0;0;0;0;0;0.0;0;4 430;Nouvelle Carte (Etudiants)
MARS;91-63-37-A9;4;79.0;52.0;7315;80;0;0;0.0;0;0;Credit
MARS;91-71-1F-67;3;467.0;292.0;22395;64;156 643;3;0.0;0;38 250;Nouvelle Epargne écologique
MARS;91-7E-06-9E;7;625.0;132.0;67148;40;0;8 775;0.0;0;10;Credit
MARS;91-7F-B6-07;0;0.0;4.0;0;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;91-AA-63-C7;0;77.0;26.0;6298;22;0;0;0.0;0;0;Credit
MARS;91-B9-41-6B;0;0.0;2.0;20;0;0;0;;65;0;Nouvelle Carte (Etudiants)
MARS;91-BA-5B-E8;0;0.0;40.0;156;0;0;0;0.0;0;0;Nouvelle Carte (Etudiants)
MARS;91-CF-E9-B3;0;183.0;160.0;20998;88;0;0;0.0;0;0;Credit
MARS;91-D4-6B-D8;4;322.0;161.0;32108;44;0;0;0.0;0;0;Credit
MARS;91-D9-C8-32;0;0.0;0.0;103973;76;0;0;0.0;0;0;Credit
MARS;91-DB-D3-C1;0;295.0;544.0;36278;8;0;0;0.0;22 839;24;Nouvelle Epargne écologique
MARS;91-DD-07-4D;0;0.0;0.0;0;0;0;0;0.0;0;114;Nouvelle Carte (Etudiants)
MARS;91-E3-36-48;0;421.0;864.0;99841;44;228 420;44;0.0;0;23 100;Nouvelle Epargne écologique
MARS;91-EA-B2-64;3;272.0;115.0;7152;50;0;0;0.0;2 678;26;Credit
MARS;91-F7-89-CE;15;127.0;216.0;6303;60;0;0;0.0;7;8645;Nouvelle Epargne écologique
MARS;92-38-31-1D;0;0.0;0.0;0;0;0;0;417.0;564;0;Nouvelle Carte (Etudiants)
MARS;92-38-BF-1B;0;0.0;90.0;8603;76;0;0;0.0;13 486;48;Credit
MARS;92-5E-BC-ED;4;167.0;160.0;12117;36;0;0;0.0;11 273;28;Credit
MARS;92-60-4E-1E;3;142.0;96.0;14847;72;0;0;0.0;0;0;Credit
MARS;92-62-20-04;4;23.0;144.0;14358;88;0;0;0.0;0;0;Credit
MARS;92-62-A4-EB;7;907.0;240.0;29273;0;0;2 243;73.0;0;0;Nouvelle Epargne écologique
